avg_context_surprisal_gap,avg_first_token_surprisal,dataset,lm_cc,lm_cc_density,loc,num_functions,num_semantic_units,ppl,total_tokens,uid
0.28874307647525743,2.9243922233581543,humaneval_simplified,11.0,7.446826103143394,13,2,11,2.4000010198815778,119,HumanEval_6
0.1913624764174144,1.428436279296875,humaneval_simplified,7.199999999999999,6.485468477010727,10,1,9,1.8911358910275287,79,HumanEval_9
0.404490310859212,3.442683219909668,humaneval_simplified,5.8,4.079185664653778,8,2,9,2.039559244011781,82,HumanEval_11
0.3879765716314848,1.4283918142318726,humaneval_simplified,2.8,3.7091405391693115,5,1,6,2.346230987232315,43,HumanEval_14
0.09723040438612625,0.6742855906486511,humaneval_simplified,18.0,27.971376284956932,15,1,14,1.7146917708516323,142,HumanEval_20
0.1397189609145686,0.8899880647659302,humaneval_simplified,14.799999999999999,10.31051143631339,17,1,14,1.5847608859986195,120,HumanEval_25
0.4260419299415927,1.1346250772476196,humaneval_simplified,5.3999999999999995,1.0521173477172852,7,1,8,2.12534320817612,58,HumanEval_26
0.29720755653022113,0.5253044366836548,humaneval_simplified,17.2,10.96023204550147,20,2,16,1.5616675493083456,200,HumanEval_32
0.2578191552148742,1.780746340751648,humaneval_simplified,4.2,7.947497185319662,9,1,7,2.3661256119027376,51,HumanEval_35
0.12941548013613138,1.78778076171875,humaneval_simplified,5.6,2.252270221710205,7,1,8,3.0060626697310755,81,HumanEval_36
0.0628607443913307,1.78778076171875,humaneval_simplified,11.399999999999999,10.5581746250391,13,1,12,2.1527674862111126,112,HumanEval_37
0.1675650800756906,2.6300607323646545,humaneval_simplified,18.4,15.752675905358046,21,2,16,1.7008694705977514,157,HumanEval_39
0.0842950665442597,1.78778076171875,humaneval_simplified,9.6,26.82394913211465,11,1,10,1.7663572573188775,100,HumanEval_40
0.15901351369942202,1.780746340751648,humaneval_simplified,7.199999999999999,5.168813064694405,9,1,9,1.9960617285722742,69,HumanEval_44
0.09179718500812246,1.78778076171875,humaneval_simplified,10.0,11.431761011481285,12,1,11,1.911454910408218,107,HumanEval_46
0.13139168928420647,1.428436279296875,humaneval_simplified,9.0,7.875453844666481,10,1,10,1.5632936079331738,94,HumanEval_47
0.12176386410843765,1.780746340751648,humaneval_simplified,5.8,9.982064586132765,10,1,8,2.574216050531012,69,HumanEval_56
0.10104058150619526,1.780746340751648,humaneval_simplified,9.2,18.023243725299835,10,1,10,2.5433944734782905,66,HumanEval_61
0.10823874016174338,1.78778076171875,humaneval_simplified,7.199999999999999,7.28849034011364,9,1,9,2.4202389346393574,79,HumanEval_64
0.15886979520913552,1.780746340751648,humaneval_simplified,7.199999999999999,15.861256748437881,8,1,9,2.76199610168641,63,HumanEval_65
0.19827316328301095,1.780746340751648,humaneval_simplified,2.8,5.687892436981201,5,1,6,4.672302474140189,48,HumanEval_67
0.11806256288474196,1.78778076171875,humaneval_simplified,9.0,23.348211765289307,13,1,10,2.2221989772557134,97,HumanEval_72
0.16808475971629377,1.78778076171875,humaneval_simplified,4.2,5.032454967498779,7,1,7,2.5274824849630115,80,HumanEval_74
0.11413714453248822,1.780746340751648,humaneval_simplified,8.6,11.28627947717905,10,1,10,2.578932227497891,66,HumanEval_76
0.10505937488051131,1.780746340751648,humaneval_simplified,4.2,4.025454998016357,6,1,7,4.848301229804821,59,HumanEval_78
0.21937282194894756,0.9863058924674988,humaneval_simplified,5.3999999999999995,3.6517608165740967,7,1,8,4.192514758744611,62,HumanEval_91
0.14186765625732986,2.8533754348754883,humaneval_simplified,11.799999999999999,11.107527988031507,17,2,12,2.151346126607777,145,HumanEval_94
0.03594034240939554,1.78778076171875,humaneval_simplified,19.0,46.01615727506578,19,1,16,2.034305159879439,147,HumanEval_95
0.12937574714111785,1.428436279296875,humaneval_simplified,9.0,25.431192107498646,12,1,10,1.7964903539109556,83,HumanEval_96
0.215808232439422,1.780746340751648,humaneval_simplified,2.8,2.024604082107544,5,1,6,2.8960399969149937,51,HumanEval_98
0.18560404677899847,1.780746340751648,humaneval_simplified,5.8,16.216434575617313,7,1,8,4.650252015499732,46,HumanEval_101
0.1263597146075751,1.780746340751648,humaneval_simplified,2.8,5.339231491088867,5,1,6,4.877740864464292,43,HumanEval_104
0.08672259051644236,1.78778076171875,humaneval_simplified,7.199999999999999,2.372915029525757,18,1,9,1.8240936477941443,135,HumanEval_105
0.12369826832849883,1.428436279296875,humaneval_simplified,17.199999999999996,35.865788877010345,17,1,14,1.6140276896363155,125,HumanEval_106
0.213911975271767,3.5169222354888916,humaneval_simplified,9.0,1.5019917041063309,11,2,10,2.202229378503151,108,HumanEval_108
