avg_context_surprisal_gap,avg_first_token_surprisal,dataset,lm_cc,lm_cc_density,loc,num_functions,num_semantic_units,ppl,total_tokens,uid,pass_at_1
0.2377636995911598,1.780746340751648,humaneval,2.8,3.8882088661193848,5,1,5,3.835766070778916,33,HumanEval_30,1.0
0.0597475823060627,1.780746340751648,humaneval,4.2,8.674907814711332,10,1,6,1.9585253152470663,59,HumanEval_31,1.0
0.3534049525570575,1.8263619542121887,humaneval,15.6,13.376764390617607,18,2,13,1.9976935608609787,175,HumanEval_32,0.0
-0.0165321052514223,8.439016342163086,humaneval,4.2,1.2671940326690674,5,1,5,4.530241015391774,42,HumanEval_33,0.4
0.4284035866666171,1.7797021865844729,humaneval,2.8,2.6411757469177246,5,1,5,4.086451215061875,26,HumanEval_34,1.0
0.1461026043340098,1.780746340751648,humaneval,4.2,7.796583712100983,9,1,6,2.4658511551101148,48,HumanEval_35,1.0
0.0503033745851482,8.425043106079102,humaneval,13.4,20.599177181720734,11,1,11,2.773369860145257,103,HumanEval_36,0.0
0.0017557995500586,8.425043106079102,humaneval,8.4,10.82239454984665,11,1,8,2.3137279319865662,102,HumanEval_37,1.0
0.1383996379136204,2.1016547679901123,humaneval,15.2,17.566411370411515,20,2,13,1.866175461512731,153,HumanEval_39,1.0
0.0600483632290564,1.78778076171875,humaneval,8.2,42.40653937309981,10,1,8,1.8121958615512528,95,HumanEval_40,1.0
0.2573160550867517,1.7797021865844729,humaneval,2.8,7.198123455047607,5,1,5,11.941133853248562,26,HumanEval_41,1.0
-0.0063981321970156,8.43901538848877,humaneval,2.8,3.331949234008789,3,1,4,5.820273294842188,30,HumanEval_42,1.0
-0.0723049033883592,8.439016342163086,humaneval,8.2,35.13453596830368,7,1,7,2.720546446410282,67,HumanEval_43,1.0
0.179640193421316,1.780746340751648,humaneval,5.8,5.360771782696247,9,1,7,2.4185111672744246,56,HumanEval_44,1.0
0.1718806280754506,1.7797021865844729,humaneval,2.8,3.126573085784912,5,1,5,4.279740658399411,28,HumanEval_45,1.0
-0.0116920005775203,8.425043106079102,humaneval,8.8,12.686785206198692,11,1,8,2.343993029113478,101,HumanEval_46,1.0
0.0051443102869759,8.425043106079102,humaneval,4.2,10.096167892217636,7,1,5,1.765448920232095,85,HumanEval_47,1.0
0.1447980544529855,1.780746340751648,humaneval,2.8,10.881244696676733,8,1,5,1.9522839231441864,58,HumanEval_48,1.0
0.2492934129910455,1.780746340751648,humaneval,4.2,5.2154029458761215,8,1,6,3.2494314617304667,50,HumanEval_49,1.0
0.0406859974436303,1.780746340751648,humaneval,4.4,3.35881781578064,6,1,6,2.957388922899874,55,HumanEval_51,1.0
